StageName,DOW,BirthLast,BirthFirst,Gender,DOB,DOD,Type,Country
Virginia Mayo,1943-1978,Jones,Virginia,F,1920,,R:peaches and cream,USA
Mike Mazurki,1941-1971,Mazurwski,Mikhail,M,1909,,R:massive,\Ru (Ukranian)
Melanie Mayron,,,,F,,,R:teenager,USA
Paul Mazursky,1969-1986,Mazursky,Paul,M,1938,,R:cameos,USA
Marianne McAndrew,1969-1971,McAndrew,Marianne,F,1938,,R:lead,USA
Ray McAnnely,dow,McAnnely,Ray,M,19aa,,R:sr,\Ct
Andrea McArdle,,,,F,,,unknown,unknown
May McAvoy,1917-1929,McAvoy,May,F,1901,,R:lead,USA
Diane McBain,1960-1964,McBain,Diane,F,1941,,R:lead,USA
Donald McBride,1938-1955,McBride,Donald,M,1894,,R:character comedian,USA
Marcia McBroom,,,,F,,,unknown,unknown
Frances Lee McCain,,,,F,,,unknown,unknown
Irish McCalla,,,,F,,,unknown,unknown
Lon McCallister,1937-1954,McCallister Jnr,Herbert Alonzo,M,1923,,R:callow,USA
David McCallum,1956-1983,McCallum,David,M,1933,,R:slightly built juvenile lead,\Br; Scots
John McCallum,1944-1971,McCallum,John,M,1917,,R:lead,australian
Neil McCallum,1962-1964,McCallum,Neil,M,1929,,R:beefy,canada
Mercedes McCambridge,1950-1979,McCambridge,Mercedes,F,1918,,"R:intense, unpredictable",USA
Andrew McCarthy,,,,M,,,unknown,unknown
Kevin McCarthy,1952-1983,McCarthy,Kevin,M,1914,,"R:lead, character",USA
Rue McClanahan,,,,,,,unknown,unknown
Fergus McClelland,,,,M,,,unknown,unknown
Sean McClory,1949-1968,McClory,Sean,M,1923,,unknown,ireland
Doug McClure,1959-1976,McClure,Doug,M,1935,,R:lead,USA
Marc McClure,,,,M,,,unknown,unknown
Keith McConnell,,,,M,,,unknown,unknown
Richard McConnell,,,,M,,,unknown,unknown
Kent McCord,,,,M,,,unknown,unknown
Patty McCormack,1956-1968,McCormack,Patty,F,1945,,R:juvenile,USA
F.J. McCormick,1937-1946,Judge,Peter,M,1891,,R:character,ireland
Myron McCormick,1937-1961,McCormick,Myron,M,1908,,R:wry-faced,USA
Pat McCormick,,,,,,,unknown,unknown
Alec McCowen,1957-1983,McCowen,Alec,M,1925,,R:youthful,british
Tim McCoy,1926-1965,McCoy,Tim,M,1891,,R:cowboy,USA
Van McCoy,,,,M,,,unknown,unknown
Jeff McCracken,,,,M,,,unknown,unknown
Jody McCrea,1963,McCrea,Jody,M,,,R:athletic,USA
Joel McCrea,1929-1976,McCrea,Joel,M,1905,,R:athletic,USA
Hattie McDaniel,1933-1952,McDaniel,Hattie,M,1895,,"R:cheerful, immense presence, servant",USA
Hugh McDermott,1938-1972,McDermott,Hugh,M,1908,,R:hearty transatlantic type,\Br; Scots
Ruth McDevitt,1962-1974,McDevitt,Ruth,F,1895,,R:character,USA
Marie McDonald,1942-1963,Frye,Marie,F,1923,,R:luscious,USA
Kit McDonough,,,,M,,,unknown,unknown
Betty McDowall,1957-1976,McDowall,Betty,F,,,R:wife,australian
Malcolm McDowell,1967-1983,McDowell,Malcolm,M,1943,,R:fashionable,british
Roddy McDowall,1936-1982,McDowall,Roddy,M,1928,,R:child,british
John McEnery,1968-1978,McEnery,John,M,1945,,R:lead,british
Peter McEnery,1960-1978,McEnery,Peter,M,1940,,R:lead,british
Arnie McEnroe,,,,M,,,unknown,unknown
Spanky McFarland,1933-1943,McFarland,George Emmett,M,1928,,R:child,USA
Spanky McFarland,1974,differentname,gn,M,,,R:alien?,USA
Darren McGavin,1946-1980,McGavin,Darren,M,1922,,R:character lead,USA
Vonetta McGee,1969-1978,McGee,Vonetta,F,,,unknown,USA
Everett McGill,,,,M,,,unknown,unknown
Ted McGinley,,,,M,,,unknown,unknown
John McGiver,1957-1975,McGiver,John,M,1913,,"R:worried, owl-like",USA
Frank McGlynn,1931-1940,McGlynn,Frank~sr,M,1867,,R:president,USA
Patrick McGoohan,1955-1983,McGoohan,Patrick,M,1928,,R:lead,USA
Elizabeth McGovern,1980-1983,McGovern,Elizabeth,F,1961,,R:lead,USA
Alec McGowan,,,,M,,,R:police chief,british
Ali McGraw,1969-1992,McGraw,Ali,F,,,R:lead,USA
Charles McGraw,1943-1976,McGraw,Charles,M,1914,,R:tough roles,USA
Angela Punch McGregor,,,,F,,,unknown,unknown
Julie McGregor,,,,F,,,unknown,unknown
Biff McGuire,1955-1976,McGuire,Biff,M,1926,,R:character,USA
Bill McGuire,,,,M,,,unknown,unknown
Don McGuire,1948-1982,McGuire,Don,M,1919,,R:dull,USA
Dorothy McGuire,1943-1983,McGuire,Dorothy,F,1919,,"R:gentle, sympathetic",USA
Marlena McGuire,,,,F,,,unknown,unknown
Stephen McHattie,1970-1982,McHattie,Stephen,M,,,R:lean,USA
Frank McHugh,1928-1967,McHugh,Frank,M,1899,,R:amiable,USA
John McIntire,1950-1981,McIntire,John,M,1907,,"R:spare, laconic",USA
Michael McKean,,,,M,,,unknown,unknown
Lonette McKee,,,,F,,,unknown,unknown
Ian McKellen,1969-1983,McKellen,Sir Ian,M,1935,,unknown,british
Siobhan McKenna,1948-1965,McKenna,Siobhan,F,1923,,R:fiery,ireland
T.P. McKenna,1970-1979,McKenna,T.P.,M,,,R:general purpose,ireland
Virginia McKenna,1952-1977,McKenna,Virginia,F,1931,,"R:demure, spirited",british
Kate McKenzie,,,,F,,,unknown,unknown
Leo McKern,1955-1981,McKern,Reginald,M,1920,,R:character,australian
Norman McKinnel,,,,M,,,unknown,unknown
Bill McKinney,,,,,,,unknown,unknown
Victor McLaglen,1920-1958,McLaglen,Victor,M,1883,,"R:burly, good-humored",british
Hollis McLaren,,,,,,,unknown,unknown
Gibb McLaughlin,1921-1957,McLaughlin,Gibb,M,1884,,R:emaciated features,british
John C. McLaughlin,,,,M,,,unknown,unknown
Diana McLean,,,,F,,,unknown,unknown
Catherine McLeod,1946-1964,McLeod,Catherine,F,1924,,R:lead,USA
Allyn Ann McLerie,1948-1976,McLerie,Allyn Ann,F,1926,,"R:lead, dancer",canada
John McLiam,,,,M,,,unknown,unknown
Marshall McLuhan,1977,McLuhan,Marshall,M,,,R:author,
Ed McMahon,,,,M,,,unknown,unknown
John McMartin,,,,M,,,unknown,unknown
Kenneth McMillan,1974-1982,McMillan,Kenneth,M,,,R:burly,USA
Barbara McNair,1969-1971,McNair,Barbara,F,,,R:singer,USA
Stephen McNally,1943-1972,McNally,Horace,M,1913,,R:lead,USA
Maggie McNamara,1953-1963,McNamara,Maggie,F,1928,,R:capable,USA
Gus McNaughton,1930-1946,McNaughton,Gus,M,1884,,R:comedy,british
Howard McNear,1954-1966,McNear,Howard,M,1905,,R:comedy,USA
Patrick McNee,1943-1984,McNee,Patrick,M,1922,,R:smooth,british
Claudia McNeil,,,,F,,,unknown,unknown
Kathryn McNeil,,,,F,,,unknown,unknown
Kristy McNichol,1976-1982,McNichol,Kristy,F,1963,,R:juvenile,USA
Maggie McOmie,,,,F,,,unknown,unknown
Butterfly McQueen,1939-1970,McQueen,Thelma,F,1911,,R:character,USA
Steve McQueen,1956-1980,McQueen,Steve,M,1930,,"R:tough, sexy",USA
Frank McRae,,,,M,,,unknown,unknown
Ian McShane,1962-1983,McShane,Ian,M,1942,,R:lead,british
Michael McShane,1991,McShane,Michael,M,1955,,R:rotund,USA
Robert McWade,1924-1938,McWade,Robert,M,1865,,R:elderly crotch,USA
Audrey Meadows,1960,,,M,,,R:lively,USA
Jayne Meadows,1947-1947,Meadows,Jayne,F,1920,,R:unsympathetic,USA
Joyce Meadows,,,,F,,,unknown,unknown
Anne Meara,1969-1982,Meara,Anne,F,1929,,R:comedienne,USA
DeAnn Mears,,,,F,,,unknown,unknown
Sylvie Meda,,,,F,,,unknown,unknown
Kay Medford,1942-1978,Medford,Kay,F,1914,,R:character,USA
Patricia Medina,1942-1968,Medina,Patricia,F,1921,,R:lead,british
Michael Medwin,1946-1970,Medwin,Michael,M,1923,,R:light character comedian,british
Donald Meek,1928-1946,Meek,Donald,M,1880,,"R:bald, worried, timid",\Br(Scot)
George Meeker,,,,M,,,unknown,unknown
Ralph Meeker,1951-1980,Rathgeber,Ralph,M,1920,,R:strong silent,USA
Thomas Meighan,1916-1934,Meighan,Thomas,M,1879,,R:silent lead,USA
John Meillon,1959-1966,Meillon,John,M,1934,,R:character,australian
Mariangela Melato,,,,F,,,unknown,unknown
Claudine Melgrave,,,,F,,,unknown,unknown
George S. Melies,1896-1912,Melies,George S.,M,1861,,R:conjurer,french
Marisa Mell,1964-1977,Mell,Marisa,F,1929,,R:lead,french
Michael Melling,,,,M,,,unknown,unknown
Fuller Mellish~jr.,,,,M,,,unknown,unknown
Breno Mello,,,,M,,,unknown,unknown
JeanPierre Melville,1947-1972,Grumbach,J.P.,M,1917,,unknown,unknown
Sam Melville,,,,M,,,unknown,unknown
Murray Melvin,1960-1982,Melvin,Murray,M,1932,,R:light character,british
Mauro Mendonco,,,,M,,,unknown,unknown
Adolphe Menjou,1916-1953,Menjou,Adolphe,M,1890,,R:dapper,french
Doro Merande,1940-1967,Merande,Doro,F,1898,,"R:acidulous, eccentric, whimsical spinster",USA
Nerida Mercado,,,,F,,,unknown,unknown
Beryl Mercer,1923-1939,Mercer,Beryl,F,1882,,"R:mothers, maids, landladies",british
Vivien Merchant,1966-1977,Merchant,Vivien,F,1929,,unknown,british
Michele Mercier,1961-1963,Mercier,Michele,F,1942,,R:lead,french
Melina Mercouri,1954-1978,Mercouri,Melina,F,1923,,"R:volatile, flashing smile",greece
Burgess Meredith,1936-1982,Burgess,George,M,1908,,R:ornery,USA
Don Meredith,,,,M,,,unknown,unknown
Lee Meredith,,,,F,,,unknown,unknown
John Merivale,,Merivale,John,M,,,unknown,\Ct
Philip Merivale,1935-1945,Merivale,Philip,M,1886,,unknown,british
Lee Meriwether,1959-1980,Meriwether,Lee,F,1935,,R:spooky,USA
Una Merkel,1930-1966,Merkel,Una,F,1903,,R:character,USA
Ethel Merman,1930-1976,Zimmermann,Ethel,F,1908,,"R:brassy, vibrant",USA
Mary Merrall,1920-1966,Lloyd,Mary,F,,,"R:fey, absent-minded",british
Dina Merrill,1957-1980,Rumbough,Nedenia Hutton,F,1928,,R:lead,USA
Gary Merrill,1944-1974,Merrill,Gary,M,1914,,"R:dependable, tough-looking",USA
George Merritt,1930-1970,Merritt,George,M,1890,,R:solid presence,british
Jane Merrow,1961-1981,Merrow,Jane,F,1941,,R:lead,british
William Mervyn,1952-1976,Pickwood,William,M,1912,,"R:portly, plummy-voiced",british
Hannes Messemer,1956-1966,Messemer,Hannes,M,1924,,R:general purpose,german
Mayo Methot,1931-1949,Methot,Mayo,F,1904,,unknown,USA
Art Metrano,1971-1983,Metrano,Art,M,1937,,R:chubby character,USA
Jim Metzler,,,,M,,,unknown,unknown
Emile Meyer,1951-1970,Meyer,Emile,M,1903,,R:crooked cop,USA
Torben Meyer,1935-1947,Meyer,Torben,M,,,R:character,german
Vittorio Mezzoglomo,,,,M,,,unknown,unknown
Ralph Michael,1938-1968,Shotter,Ralph Champion,M,1907,,R:stiff-upper-lip,british
Beverly Michaels,1949-1955,Michaels,Beverly,F,1927,,R:lead,USA
Dolores Michaels,1957-1961,Michaels,Dolores,F,1930,,R:lead,USA
Drew Michaels,,,,M,,,unknown,unknown
Jordan Michaels,,,,M,,,unknown,unknown
Matt Michaels,,,,M,,,unknown,unknown
Keith Michell,1957-1982,Michell,Keith,M,1926,,R:lead,australian
Ann Michelle,,,,F,,,unknown,unknown
Charlotte Michelle,,,,F,,,unknown,unknown
Charles Middleton,1932-1949,Middleton,Charles,M,1874,,R:villainous,USA
Guy Middleton,1932-1970,Middleton-Powell,Guy,M,1906,,"R:hearty-type, amiable idiot",british
Ray Middleton,1940-1955,Middleton,Ray,M,1908,,R:singer,USA
Robert Middleton,1955-1971,Middleton,Robert,M,1911,,"R:weighty, villain",USA
Bette Midler,1965-1982,Midler,Bette,F,1944,,"R:diminutive, brassy, vulgar",USA
Toshiro Mifune,1948-1982,Mifune,Toshiro,M,1920,,"R:versatile, ferocious style",japanese
Tatsuta Mihashi,,,,F,,,unknown,unknown
Mark Mikulski,,,,M,,,unknown,unknown
Mario Milano,,,,M,,,unknown,unknown
Bernard Miles,1932-1969,Miles,Sir Bernard,M,1907,,"R:slow-speaking, countryfolk",british
Joanna Miles,1975-1975,Miles,Joanna,F,1949,,R:lead,USA
Kelly Miles,,,,,,,unknown,unknown
Lillian Miles,,,,F,,,unknown,unknown
Peter Miles,1944-1968,Perreau,Gerald,M,1938,,R:child,USA
Sarah Miles,1962-1982,Miles,Sarah,F,1941,,R:vivacious lead,british
Sherry Miles,,,,F,,,unknown,unknown
Sylvia Miles,1961-1978,Miles,Sylvia,F,1926,,R:character,USA
Vera Miles,1952-1983,Ralston,Vera,F,1929,,R:dependable,USA
Kim Milford,,,,F,,,unknown,unknown
Penelope Milford,,,,F,,,unknown,unknown
Tomas Milian,1966-1979,Milian,Tomas,M,1938,,"R:character, spaghetti westerns",italian
John Miljan,1923-1955,Miljan,John,M,1893,,R:suave villain,USA
Ray Milland,1929-1959,Truscott-Jones,Reginald,M,1905,,R:likeable light,\Br; Welsh
Ray Millard,,,,M,,,unknown,unknown
Ann Miller,1937-1956,Collier,Lucy Ann,F,1919,,R:long-legged dancer,USA
Barry Miller,,,,M,,,unknown,unknown
Bernard,,,,M,,,unknown,unknown
David Miller,,Miller,David,M,1909,,unknown,USA
Denny Miller,1959-1978,Miller,Denny,M,,,R:athletic,USA
Dick Miller,1955-1981,Miller,Dick,M,1928,,R:supporting,USA
Eve Miller,,,,F,,,unknown,unknown
Frank Miller,,,,M,,,unknown,unknown
Glenn Miller,1942-1953,Miller,Glenn,M,1904,,R:bandleader,USA
Jason Miller,1974-1982,Miller,Jason,M,1939,,unknown,USA
Kathleen Miller,,,,F,,,unknown,unknown
Linda Miller,,,,F,,,unknown,unknown
Mandy Miller,1951-1958,Miller,Mandy,F,1944,,R:child,british
Mark Miller,,,,M,,,unknown,unknown
Marvin Miller,1945-1960,Mueller,M.,M,1913,,R:tough guy,USA
Max Miller,1932-1943,Sargent,Harold,M,1895,,R:ribald comedian,british
Patsy Ruth Miller,1918-1951,Miller,Patsy Ruth,F,1905,,R:lead,USA
Penelope Ann Miller,1992,Miller,Penelope Ann,,F,,199x,R:charming
Seton I. Miller,1930-1957,Miller,Seton I.,M,1902,,R:silent,USA
Walter C. Miller,1912-1940,Miller,Walter C.,M,1892,,R:lead,USA
Andra Millian,,,,F,,,unknown,unknown
Spike Milligan,1956-1983,Milligan,Spike,M,1918,,R:comedian,ireland
Donna Mills,1967-1978,Mills,Donna,F,,,R:lead,USA
Hayley Mills,1959-1981,Mills,Hayley,F,1946,,"R:tomboy, cute",british
John Mills,1932-1996,Mills,Sir John,M,1908,,R:stiff upper lip,british
Juliet Mills,1961-1974,Mills,Juliet,F,1941,,R:lead,
Mort Mills,1960,,,M,,,unknown,unknown
Martin Milner,1947-1967,Milner,Martin,M,1927,,R:general purpose,USA
Josh Milrad,,,,M,,,unknown,unknown
Billy Milton,1930-1968,Milton,Billy,M,1905,,R:light,british
Yvette Mimieux,1960-1978,Mimieux,Yvette,F,1939,,R:lead,USA
Esther Minciotti,1949-1957,Minciotti,Esther,F,1883,,R:character,USA
Silvio Minciotti,1949-1955,Minciotti,Silvio,M,1883,,R:character,USA
Sal Mineo,1955-1971,Mineo,Sal,M,1939,,R:diminutive,USA
Jan Miner,,,,F,,,unknown,unknown
Liza Minnelli,1967-1977,Minelli,Liza,F,1946,,R:gamine,USA
Mary Miles Minter,1912-1923,Reilly,Juliet,F,1902,,R:silent,USA
Emile Minty,,,,,,,unknown,unknown
MiouMiou,1971-1988,,,F,1950,,R:sensual,french
Irene Miracle,,,,F,,,unknown,unknown
Carmen Miranda,1940-1953,deCunha,\FN{Maria de Carmo Miranda,F,1913,,R:bombshell dancer,\Po
Isa Miranda,1938-1975,Sanpietro,Ines Isabella,F,1905,,unknown,italian
Helen Mirren,1967-1994,Miren,Helen,F,1926,,R:frightening,british
Cameron Mitchell,1945-1975,Mizell,Cameron,M,1918,,R:rugged westerner,USA
Channing Mitchell,,,,M,,,unknown,unknown
Donna Mitchell,,,,F,,,unknown,unknown
Duke Mitchell,,,,M,,,unknown,unknown
Grant Mitchell,1931-1948,Mitchell,Grant,M,1874,,R:worried,USA
Julien Mitchell,1936-1954,Mitchell,Julien,M,1884,,unknown,british
Leigh Mitchell,,,,,,,unknown,unknown
Mary Mitchell,,,,F,,,unknown,unknown
Millard Mitchell,1940-1953,Mitchell,Millard,M,1900,,"R:rangy, nasal-voiced",USA
Thomas Mitchell,1923-1958,Mitchell,Thomas,M,1892,,R:character,\Ir-\Am
Warren Mitchell,1960-1977,Mitchell,Warren,M,1926,,R:character,british
Yvonne Mitchell,1948-1976,Joseph,Yvonne,F,1925,,unknown,british
Chris Mitchum,,Mitchum,Christopher,M,,,unknown,unknown
James Mitchum,1958-1976,Mitchum,James,M,1938,,unknown,USA
John Mitchum,,,,M,,,unknown,unknown
Robert Mitchum,1943-1988,Mitchum,Robert,M,1917,,R:sleepy-eyed tough,USA
Tom Mix,1910-1933,Mix,Tom,M,1880,,R:marshall,USA
Nobuko Miyamoto,,,,M,,,unknown,unknown
Jayne Modean,,,,F,,,unknown,unknown
Matthew Modine,,,,M,,,unknown,unknown
Gaston Modot,1921-1959,Modot,Gaston,M,1887,,R:character,french
Grace `Bambi' Moehrle,dow,Moehrle,Grace,F,1960,,R:sr,\Ct
Donald Moffat,,,,M,,,unknown,unknown
Graham Moffatt,1938-1963,Moffatt,Graham,M,1919,,R:impertinent fat boy,british
Sharyn Moffett,1944-1951,Moffett,Sharyn,F,1936,,R:child,USA
Gerald Mohr,1941-1968,Mohr,Gerald,M,1914,,R:suave,USA
Angela Molina,,,,F,,,unknown,unknown
Georgia Moll,,,,F,,,unknown,unknown
Henry Mollison,1931,Mollison,Henry,M,,,unknown,british
Pierre Mondy,1949-1980,Cuq,Pierre,M,1925,,unknown,french
Yves Montand,1946-1983,Levi,Ivo,M,1921,,\Fr,R:romantic singer
Marilyn Monroe,1948-1961,Baker (Mortenson),Norma Jean,F,1926,,R:lively,USA
Tony Monsanto,,,,M,,,unknown,unknown
Lee Montague,1959-1978,Montague,Lee,M,1927,,unknown,british
Carlos Montalban,,,,M,,,unknown,unknown
Ricardo Montalban,1947-1982,Montalban,Ricardo,M,1920,,R:lead,mexico
Bull Montana,1919-1929,Montagna,Luigi,M,1887,,R:strong man,\It-\Am
Yves Montand,1946-1987,Levi,Ivo,M,1921,,"R:singer, romantic",french
Lenny Montano,,,,M,,,unknown,unknown
Joe Montegna,,,,M,,,unknown,unknown
Maria Montez,1941-1951,deSanto Silas,Maria,F,1919,,R:exotic lead,USA
M.J. Montfajon,,,,M,,,unknown,unknown
Belinda J. Montgomery,1970-1978,Montgomery,Belinda,F,1950,,R:lead,USA
Douglass Montgomery,1930-1948,Montgomery,Robert Douglass,M,1907,,R:lead,canada
Elizabeth Montgomery,1955-1981,Montgomery,Elizabeth,F,1933,,R:attractive wife,USA
George Montgomery,1939-1967,Letz,George M.,M,1916,,R:genial lead,USA
Julie Montgomery,,,,F,,,unknown,unknown
Robert Montgomery,1929-1950,Montgomery,Henry,M,1904,,R:smart,british
Jim Moody,,,,M,,,unknown,unknown
Ron Moody,1959-1979,Moodnick,Ronald,M,1924,,R:character comedian,british
Keith Moon,,,,M,,,unknown,unknown
Alvy Moore,,,,M,,,unknown,unknown
Barry Moore,,,,M,,,unknown,unknown
Candy Moore,,,,F,,,unknown,unknown
Colleen Moore,1917-1934,Morrison,Kathleen,F,1900,,"R:lead, silent",USA
Constance Moore,1938-1961,Moore,Constance,F,1919,,R:lead,USA
Demi Moore,1982-1992,Moore,gn,F,,,R:sexy,USA
Dennis Moore,,,,M,,,unknown,unknown
Dickie Moore,1926-1952,Moore,Dickie,M,1925,,R:child,USA
Dudley Moore,1966-1984,Moore,Dudley,M,1935,,"R:pianist, comedian",USA
Eileen Moore,,,,F,,,unknown,unknown
Eva Moore,1922-1946,Moore,Eva,F,1870,,unknown,british
Grace Moore,1930-1940,Moore,Grace,F,1901,,R:operatic singer,USA
Ida Moore,1925-1958,Moore,Ida,F,1883,,R:character,USA
Juanita Moore,1952-1974,Moore,Juanita,F,1922,,R:character,USA
Julianne Moore,1990-1997,Moore,Julianne,F,1961,,R:character,USA
Kenny Moore,,,,M,,,unknown,unknown
Kieron Moore,1944-1967,O'Hanrahan,Kieron,M,1925,,R:hangdog,ireland
Mary Tyler Moore,1961-1982,Moore,Mary Tyler,F,1936,,R:lead,USA
Matt Moore,1913-1945,Moore,Matt,M,1888,,R:silent,USA
Owen Moore,1909-1933,Moore,Owen,M,1887,,unknown,USA
Robert Moore,1970,Moore,Robert,M,1927,,R:pathetic,USA
Roger Moore,1954-1971,Moore,Roger,M,1928,,R:detective hero,british
Terry Moore,1943-1978,Koford,Helen,F,1929,,R:lead,USA
Tom Moore,1914-1949,Moore,Tom,M,1883,,unknown,USA
Victor Moore,1915-1955,Moore,Victor,M,1876,,"R:hesitant, bumbling",USA
Agnes Moorehead,1941-1973,Moorehead,Agnes,F,1906,,"R:weepish, neurotic",USA
Santos Morales,,,,M,,,unknown,unknown
Erin Moran,,,,,,,unknown,unknown
Gerard Moran,,,,M,,,unknown,unknown
Lois Moran,1922-1954,Moran-Young,Lois,F,1909,,R:romantic,USA
Polly Moran,1929-1949,Moran,Polly,F,1884,,R:vaudeville comedienne,USA
Kenneth More,1935-1978,More,Kenneth,M,1914,,R:breezy,british
Jeanne Moreau,1955-1980,Moreau,Jeanne,F,1928,,R:intellectual,french
Agnes Morehead,,,,F,,,unknown,unknown
Mantan Moreland,1938-1970,Moreland,Mantan,M,1901,,R:frightened valet,USA
Andre Morell,1938-1970,Mesritz,Andr\'e,M,1909,,R:character,british
Rina Morelli,,,,F,,,unknown,unknown
Antonio Moreno,1912-1956,Moreno,Antonio,M,1886,,R:romantic,spain
Rita Moreno,1950-1983,Alverio,Rosita Dolores,F,1931,,R:actress-dancer,\PR
Cindy Morgan,,,,F,,,unknown,unknown
Debbi Morgan,,,,F,,,unknown,unknown
Dennis Morgan,1936-1968,Morgan,Dennis,F,1910,,R:lead,USA
Frank Morgan,1917-1950,Wupperman,Francis,M,1890,,R:character,USA
Hank Morgan,1936,,,M,,,unknown,unknown
Harry Morgan,1942-1983,Bratsburg,Harry,M,1915,,R:mild-looking,USA
Helen Morgan,1929-1936,Morgan,Helen,F,1900,,R:singer,USA
Michele Morgan,1936-1977,Roussel,Simone,F,1920,,R:lead,french
Ralph Morgan,1931-1952,Wupperman,Ralph,M,1882,,R:suprise murderer,USA
Sidney Morgan,1930,,,M,,,unknown,unknown
Stafford Morgan,,,,M,,,unknown,unknown
Terence Morgan,1948-1964,Morgan,Terence,M,1921,,R:lead,british
Cathy Moriarty,,,,F,,,unknown,unknown
Michael Moriarty,,,,M,,,unknown,unknown
Patricia Morison,1939-1960,Morison,Eileen,F,1915,,R:sulky,USA
Lucilla Morlacchi,,,,F,,,unknown,unknown
Gaby Morlay,1913-1958,Fumoleau,Blanche,F,1897,,R:character,french
Karen Morley,1931-1951,Linton,Mildred,F,1905,,R:lead,USA
Robert Morley,1938-1982,Morley,Robert,M,1908,,R:portly,british
Chester Morris,1929-1970,Morris,Chester,M,1901,,R:jut-jawed,USA
Garrett Morris,,,,M,,,unknown,unknown
Glenn Morris,1938,,,M,,,R:Tarzan,
Greg Morris,1964-1980,Morris,Greg,M,1934,,R:black,USA
Howard Morris,1962-1969,Morris,Howard,M,1919,,unknown,USA
Lana Morris,1947-1970,Morris,Lana,F,1930,,R:lead,british
Mary Morris,1934-1934,Morris,Mary,F,1895,,R:lead,USA
Mary Morris,1938-1951,Morris,Mary,F,1915,,R:character,british
Wayne Morris,1936-1958,deWayne Morris,Bert,M,1914,,R:lead,USA
Barbara  Morrison,1966,Morrison,Barbara,F,1908,,R:madam,british
Shelley Morrison,,,,,,,unknown,unknown
Doretta Morrow,1952-1952,Marano,Doretta,F,1925,,unknown,USA
Carrie Ann  Morrow,,Morrow,Carrie Ann,F,1975,,unknown,USA
Jeff Morrow,1953-1958,Morrow,Jeff,M,1913,,R:mature,USA
Jo Morrow,1956-1973,Morrow,Jo,F,1940,,R:lead,USA
Joshua  Morrow,1994,Morrow,Joshua,M,1975,,unknown,USA
Vic Morrow,1955-1983,Morrow,Vic,M,1932,,R:muttering juvenile,USA
Barry Morse,1942-1983,Morse,Barry,M,1919,,R:lead,british
David Morse,,,,M,,,unknown,unknown
Gary Morse,,,,M,,,unknown,unknown
Helen Morse,1975-1982,Morse,Helen,F,,,R:lead,australian
Hilary Morse,,Morse,Hilary,F,,,unknown,USA
Robert Morse,1958-1970,Morse,Robert,M,1931,,R:befuddled innocent,USA
Clive Morton,1932-1967,Morton,Clive,M,1904,,R:straight-faced,british
Maurice Moscovitch,1936-1940,Maaskoff,Morris,M,1871,,R:character,USA
Ivan Mosjoukine,1911-1936,Mosjoukine,Ivan,M,1889,,R:of old school,russian
Roger Mosley,1972-1979,Mosley,Roger E.,M,,,R:character,USA
Arnold Moss,1947-1967,Moss,Arnold,M,1910,,R:character,USA
Joshua Mostel,,,,M,,,unknown,unknown
Zero Mostel,1950-1976,Mostel,Zero,M,1915,,R:heavyweight comedian,USA
Judy Motulsky,,,,F,,,unknown,unknown
John MoulderBrown,1969-1982,Moulder Brown,John,M,1945,,R:intense roles,british
Peggy Mount,1954-1968,Mount,Peggy,F,1916,,R:character,british
Mickey Mouse,,,,A,19bb,,R:jolly cartoon character,USA
Jane Movak,,,,F,,,unknown,unknown
Movita,1935-1936,Castaneda,Movita,F,1915,,R:exotic,mexico
Alan Mowbray,1931-1960,Mowbray,Alan,M,1893,,R:imperious-mannered,british
Patrick Mower,1969-1981,Mower,Patrick,M,1940,,R:lead,british
Leonard Mudie,1932-1959,Cheetham,Leonard M.,M,1884,,R:character,british
Cookie Mueller,,Mueller,Dorothy,F,1939,,R:underground,USA
Elizabeth Mueller,1956-1959,Mueller,Elizabeth,F,1926,,R:lead,\Zw-\Ge
Armin MuellerStahl,1989-1994,Mueller-Stahl,Armin,M,1930,,unknown,german
Esther Muir,1931-1942,Muir,Esther,F,1895,,R:hard-faced blonde,USA
Gavin Muir,1936-1959,Muir,Gavin,M,1907,,R:quiet-spoken villain,USA
Madhabi Mukherjee,1950-1995,Mukherjee,Madhuri,F,1942,,R:devoted wife,\In dia (Bengali)
Jean Muir,1934-1944,Fullerton,Jean Muir,F,1911,,R:lead,USA
G.H. Mulcaster,1943-1950,Mulcaster,G.H.,M,1891,,R:formal types,british
Diana Muldaur,1968-1981,Muldaur,Diana,F,1943,,R:sensitive-looking,USA
Jack Mulhall,1917-1936,Mulhall,Jack,M,1888,,R:silent lead,USA
Edward Mulhare,1955-1982,Mulhare,Edward,M,1923,,R:lead,ireland
Martin Mull,,,,M,,,unknown,unknown
Jack Mullaney,1957-1972,Mullaney,Jack,M,1932,,R:easy-going,USA
Arthur Mullard,1963-1967,Mullard,Arthur,M,1910,,"R:big,bluff",british
